Id,source,title,article,page_rank,timestamp,year,month,has_timestamp,text
2970,Yahoo,"Afghan rally demands amnesty for war crimes \
    (Reuters)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/politics/*http://news.yahoo.com/s/nm/20070223/wl_nm/afghan_amnesty_dc""><img src=""http://d.yimg.com/us.yimg.com/p/nm/20070223/2007_02_23t070616_450x290_us_afghan_amnesty.jpg?x=130&y=83&sig=iZyYNn0YcEl22NJOTTWWMg--"" align=""left"" height=""83"" width=""130"" alt=""Afghans carry posters of Mujahideen (holy warrior) leader Abdul Rabb Rasoul Sayyaf during a gathering in Kabul, February 23, 2007. (Ahmad Masood/Reuters)"" border=""0"" /></a>Reuters - About 30,000 Afghans rallied at what was \
once a Taliban execution center in Kabul on Friday to press \
President Hamid Karzai to approve a blanket amnesty for 25 \
years of war crimes.</p><br clear=""all""/>",5,2007-02-25 19:11:04,2007.0,2.0,1,"afghan rally demands amnesty for war crimes \ (reuters)\ reuters - about 30,000 afghans rallied at what was \ once a taliban execution center in kabul on friday to press \ president hamid karzai to approve a blanket amnesty for 25 \ years of war crimes."
2971,Pravda,"Bird flu to result in pandemic, WHO says",The head of the World Health Organization&#39;s global influenza program has nominated the bird flu virus in Asia as the most likely cause of the world&#39;s next flu pandemic.,5,,,,0,"bird flu to result in pandemic, who says the head of the world health organization's global influenza program has nominated the bird flu virus in asia as the most likely cause of the world's next flu pandemic."
2972,Reuters,Iran says U.N. decisions on atomic plans worthless,"TEHRAN (Reuters) - Iran will not abandon its atomic goals because of U.N. sanction resolutions that are ""just a pile of papers"", President Mahmoud Ahmadinejad said on Wednesday.",5,2007-10-24 19:09:21,2007.0,10.0,1,"iran says u.n. decisions on atomic plans worthless tehran (reuters) - iran will not abandon its atomic goals because of u.n. sanction resolutions that are ""just a pile of papers"", president mahmoud ahmadinejad said on wednesday."
2973,Albany,Europe&#39;s team bests US golfers for Cup,"The Americans had the individual stars, but the Europeans had the cohesiveness essential in a team competition such as the Ryder Cup.",5,,,,0,"europe's team bests us golfers for cup the americans had the individual stars, but the europeans had the cohesiveness essential in a team competition such as the ryder cup."
2974,Reuters,Al Qaeda threatens attacks in Gulf and Israel, DUBAI (Reuters) - Al Qaeda used the fifth anniversary of   September 11 to urge Muslims to hit Western interests and said   U.S. allies Gulf Arab states and Israel would be the next   targets in a campaign to seal the West's economic doom.,5,2006-09-12 10:21:13,2006.0,9.0,1,al qaeda threatens attacks in gulf and israel dubai (reuters) - al qaeda used the fifth anniversary of september 11 to urge muslims to hit western interests and said u.s. allies gulf arab states and israel would be the next targets in a campaign to seal the west's economic doom.
2975,Newsday,One last attempt at intelligence reform,The four key conference negotiators working on the intelligence reform bill reconvene today to make one last attempt at reaching a compromise before Congress returns tomorrow for its lame duck session.,5,,,,0,one last attempt at intelligence reform the four key conference negotiators working on the intelligence reform bill reconvene today to make one last attempt at reaching a compromise before congress returns tomorrow for its lame duck session.
2976,Washington,Kerry Ad Says Flu Vaccine Shortage Is Typical of Bush&#39;s Policy <b>...</b>,Sen. John F. Kerry jumped on the flu-vaccine shortage yesterday with a new television ad blaming the situation on President Bush. In what may be the first presidential campaign commercial dealing ,5,,,,0,kerry ad says flu vaccine shortage is typical of bush's policy ... sen. john f. kerry jumped on the flu-vaccine shortage yesterday with a new television ad blaming the situation on president bush. in what may be the first presidential campaign commercial dealing
2977,GrandPrix,Peugeot and Citroen to quit WRC,"Although the Ford Motor Company has committed itself to the FIA World Rally Championship for the next four years, the Citroen and Peugeot teams have decided that they are not going to continue, at least as long as the WRC remains as expensive as is ",5,2004-11-04 20:31:24,2004.0,11.0,1,"peugeot and citroen to quit wrc although the ford motor company has committed itself to the fia world rally championship for the next four years, the citroen and peugeot teams have decided that they are not going to continue, at least as long as the wrc remains as expensive as is"
2978,Washington, Court to Hear Exxon Valdez Case ," WASHINGTON -- The Supreme Court on Monday agreed to decide whether Exxon Mobil Corp. should pay $2.5 billion in punitive damages in connection with the huge Exxon Valdez oil spill that fouled more than 1,200 miles of Alaskan coastline in 1989. ",5,2007-10-29 18:20:32,2007.0,10.0,1,"court to hear exxon valdez case washington -- the supreme court on monday agreed to decide whether exxon mobil corp. should pay $2.5 billion in punitive damages in connection with the huge exxon valdez oil spill that fouled more than 1,200 miles of alaskan coastline in 1989."
2979,CNN,White House reporter's credentials questioned,\N,5,,,,0,white house reporter's credentials questioned \n
2980,BBC,Emergency talks on Iraq hostages,French Prime Minister Jean-Pierre Raffarin has summoned colleagues for an emergency meeting to discuss the kidnapping of two journalists in Iraq.,5,2004-08-29 16:47:10,2004.0,8.0,1,emergency talks on iraq hostages french prime minister jean-pierre raffarin has summoned colleagues for an emergency meeting to discuss the kidnapping of two journalists in iraq.
2981,International,"Morgan Stanley posts loss, and welcomes Chinese investment",\N,5,2007-12-19 18:57:03,2007.0,12.0,1,"morgan stanley posts loss, and welcomes chinese investment \n"
2982,Reuters,"US, Europeans split over offer to Iran-NY Times"," NEW YORK (Reuters) - The United States and Europe are   divided over negotiations with Iran, with the Bush   administration resisting a new European offer that includes a   proposal for a Middle East security ""framework"" for Iran if it   gives up its nuclear activities, The New York Times reported on   Saturday.",5,2006-05-20 09:31:13,2006.0,5.0,1,"us, europeans split over offer to iran-ny times new york (reuters) - the united states and europe are divided over negotiations with iran, with the bush administration resisting a new european offer that includes a proposal for a middle east security ""framework"" for iran if it gives up its nuclear activities, the new york times reported on saturday."
2983,Yahoo,"Bush, Kerry on Issue of National Security (AP)","AP - Three times a week, The Associated Press picks an issue and asks Republican President Bush and Democratic presidential candidate John Kerry a question about it. Today's question and responses:",5,,,,0,"bush, kerry on issue of national security (ap) ap - three times a week, the associated press picks an issue and asks republican president bush and democratic presidential candidate john kerry a question about it. today's question and responses:"
2984,Motley,Investor 007's Bond Dossier,"Bond basics and beyond.\
<p><a href=""http://feeds.fool.com/~a/usmf/foolwatch?a=VWJR0Q""><img src=""http://feeds.fool.com/~a/usmf/foolwatch?i=VWJR0Q"" border=""0""></img></a></p><img src=""http://feeds.fool.com/~r/usmf/foolwatch/~4/148824414"" height=""1"" width=""1""/>",5,2007-08-27 18:12:22,2007.0,8.0,1,investor 007's bond dossier bond basics and beyond.\
2985,Yahoo,"Beckham set for July 13 intro in L.A. \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/sports/*http://news.yahoo.com/s/ap/20070629/ap_on_sp_so_ne/soc_galaxy_beckham""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070624/capt.nyol56906242258.brand_it_like_beckham_nyol569.jpg?x=95&y=130&sig=XzIdoPI4XZsBKWYKPvnufw--"" align=""left"" height=""130"" width=""95"" alt=""England's David Beckham in action during the World Cup qualifying soccer match against Austria at Old Trafford in Manchester, England in this Saturday Oct. 8, 2005 file photo. After helping Real Madrid win the Spanish League title for the first time in four seasons with the club, Beckham joins Major League Soccer's Los Angeles Galaxy next month, a major injection of star power for a league whose talent has steadily been rising but has lacked a marquee mainstay. (AP Photo/Alastair Grant, file)"" border=""0"" /></a>AP - Mark your calendars, America. David Beckham will be officially introduced as the newest member of the Los Angeles Galaxy on July 13 at the team's stadium in Carson.</p><br clear=""all""/>",5,2007-06-29 14:01:12,2007.0,6.0,1,"beckham set for july 13 intro in l.a. \ (ap)\ ap - mark your calendars, america. david beckham will be officially introduced as the newest member of the los angeles galaxy on july 13 at the team's stadium in carson."
2986,Boston,Goaltender Sean Burke Officially Retires,"Sean Burke officially retired Tuesday after nearly 20 years in the league. Burke spent last season with the Los Angeles Kings, and played for nine teams during his career.",5,2007-09-19 08:43:18,2007.0,9.0,1,"goaltender sean burke officially retires sean burke officially retired tuesday after nearly 20 years in the league. burke spent last season with the los angeles kings, and played for nine teams during his career."
2987,Boston,Webster Rebounds As Giants Roll On,"After falling on the depth chart during the regular season, Corey Webster has made a comeback in the playoffs, the sort of surge that mirrors that of the Giants as they head into Super Bowl XLII.",5,2008-01-26 05:44:20,2008.0,1.0,1,"webster rebounds as giants roll on after falling on the depth chart during the regular season, corey webster has made a comeback in the playoffs, the sort of surge that mirrors that of the giants as they head into super bowl xlii."
2988,BBC,Clarke faces ID cards rebellion,New Home Secretary Charles Clarke faces his first real test with a possible backbench rebellion over ID cards.,5,2004-12-20 03:02:21,2004.0,12.0,1,clarke faces id cards rebellion new home secretary charles clarke faces his first real test with a possible backbench rebellion over id cards.
2989,Asahi,ATHENS 2004/Inoue crashes out,"ATHENS-In one of the biggest shocks in Olympic judo history, defending champion Kosei Inoue was defeated by Dutchman Elco van der Geest in the men&#39;s 100-kilogram category Thursday. ",5,,,,0,"athens 2004/inoue crashes out athens-in one of the biggest shocks in olympic judo history, defending champion kosei inoue was defeated by dutchman elco van der geest in the men's 100-kilogram category thursday."
2990,CBS,The backcourt leads Duke over Michigan State,JJ Redick handled the scoring for Duke in the first half against Michigan State. Daniel Ewing took over in the second half and the Blue Devils held on to remain perfect in the ACC-Big Ten Challenge.,5,,,,0,the backcourt leads duke over michigan state jj redick handled the scoring for duke in the first half against michigan state. daniel ewing took over in the second half and the blue devils held on to remain perfect in the acc-big ten challenge.
