Id,source,title,article,page_rank,timestamp
92,Wichita,Messages lead to accused baby snatcher,"The Rev. Harold Hamon said he was probably addressing Christmas cards when his pregnant neighbor, Bobbie Jo Stinnett, was strangled and the infant ripped from her womb.",5,2004-12-20 09:31:26
93,Reuters,Race Doesn't Affect Survival After Angioplasty," NEW YORK (Reuters Health) - There is no difference in  survival between black and white patients with heart disease  who undergo angioplasty, a procedure to open blocked heart  blood vessels, new research shows.",5,0000-00-00 00:00:00
94,Reuters,Classic games hit the spot in new-age dazzle," SAN FRANCISCO (Reuters) - In an age when the latest video   games sport ultra-crisp graphics and cinema-like sound, there   is still plenty of love for the good old-fashioned games just   like Mom and Dad used to play.",5,2006-10-07 20:26:51
95,Guardian,Pompey policiers,Arts & entertainment: Chris Wiegand talks to crime novelist Graham Hurley about his grim vision of Portsmouth,5,2008-01-30 17:22:45
96,WBBM,Vanity Fair,"CHICAGO (CBS 2) When spies and superheroes give way to corsets and British accents, you know the fall movie season is officially underway.",5,2004-09-06 00:24:22
97,Topix.Net,Ukraine PM denies calling for force against protesters,Ukrainian Prime Minister Viktor Yanukovich has denied that he had lobbied for the use of troops against Opposition protesters who took control of Kiev streets after last month's disputed presidential election.,5,0000-00-00 00:00:00
98,New,Jets give QB $64m extension,"Chad Pennington agreed to a $64 million, seven-year contract extension with the New York Jets yesterday that includes $23 million in guaranteed money.",5,0000-00-00 00:00:00
99,Washington, Democrats Focus on Terrorism Report in Attacks on Bush ," Democratic lawmakers yesterday seized on elements of a new classified intelligence assessment as validation of their long-standing position that the Iraq war has been a distraction from the broader war against terrorists, seeing the new study as an opportunity to undermine President Bush's... ",5,2006-09-26 09:26:16
100,Washington, The Do's And Don'ts Of Regifting ," What a minefield giving can be. And it can be particularly complicated when you're a regifter, which involves giving someone something that you had received as a gift (or an item that you have stashed in the back of your closet). ",5,2006-12-17 06:41:43
101,Washington, Heaven in His '80s Arcade ," Well, he did it. Last time I wrote about Peter Hirschberg, a guy with a passion for restoring vintage, '80s-era arcade games, he was toying with the notion of building a full-blown arcade next to his Linden home to store his growing collection. And here it is. Finally, after a couple of years, a ... ",5,2008-02-02 22:31:53
102,People's,Chinese military to crush any attempt to split Taiwan from China <b>...</b>,"&quot;It is the sacred responsibility of the Chinese armed forces to stop the &#39;Taiwan independence&#39; forces from splitting the country,&quot; says a white paper on national defense issued Monday in Beijing.",5,0000-00-00 00:00:00
103,New,Resignation of China&#39;s Senior Leader Appears Imminent,"Jiang Zemin, China&#39;s military chief and longtime senior leader, may formally step down on Sunday, putting President Hu Jintao in full command of the Chinese Army, state and ",5,2004-09-19 04:23:48
104,Washington," Inquiry Sought on Agency Memo About Polar Bears, Climate Change ", Two senior House Democrats demanded yesterday that Interior Secretary Dirk Kempthorne turn over documents to Congress in order to determine whether the administration was preventing federal scientists traveling abroad from discussing how global warming affects polar bears. ,5,2007-03-10 12:32:32
105,Reuters,Brazil to let U.S. pilots go home after crash probe,"RIO DE JANEIRO, Brazil (Reuters) - Two U.S. pilots should be allowed to go home after being forced to stay in Brazil for more than two months over their role in the country's worst air disaster, a Brazilian court ruled on Tuesday.",5,2006-12-06 00:04:46
106,BBC,Philippines postpones Asean talks,"A meeting of East Asian leaders in the Philippines next week is postponed due to bad weather, officials say.",5,2006-12-08 12:27:01
107,Yahoo,"Adobe says software not fully tested on new Mac OS \
    (Reuters)\
","Reuters - Adobe Systems Inc&#39;s  Photoshop, \
Illustrator and other Creative Suite 3 programs have not been \
fully tested with the latest version of Apple Inc&#39;s  \
operating system due out next month, which could lead to \
incompatibility issues.",5,2007-09-18 04:26:05
108,KVOA.com,"Tensions rise in Florida as charges of intimidation, ballot <b>...</b>","MIAMI Election tensions are on the rise in hotly contested Florida, where charges of voter intimidation are flying and thousands of absentee ballots are being re-issued in one big county.",5,0000-00-00 00:00:00
109,BBC,Marketing the healthy option,"As Tuesday&#39;s White Paper puts it: &quot;A wide range of lifestyle choices are marketed to people, but health itself has not been marketed.",5,0000-00-00 00:00:00
110,Yahoo,"Hong Kong Airlines orders 51 Airbus planes \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20070621/bs_afp/franceaerospaceshowcompanycontractairbus""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20070621/capt.sge.plj96.210607090952.photo00.photo.default-512x320.jpg?x=130&y=81&sig=5e2m0YjIiu._eknjcanldQ--"" align=""left"" height=""81"" width=""130"" alt=""An Airbus A330. Hong Kong Airlines has agreed to buy 51 planes from Airbus worth 5.5 billion dollars (4.1 billion euros) at catalogue prices, the companies announced on Thursday.(AFP/File/Jean-Pierre Muller)"" border=""0"" /></a>AFP - Hong Kong Airlines has agreed to buy 51 planes from Airbus worth 5.5 billion dollars (4.1 billion euros) at catalogue prices, the companies announced on Thursday.</p><br clear=""all""/>",5,2007-06-21 13:56:54
111,Yahoo,"Britain's Prince Harry banned from fighting in Afghanistan: report \
    (AFP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/europe/*http://news.yahoo.com/s/afp/20061008/wl_afp/britainroyalsharrymilitary""><img src=""http://d.yimg.com/us.yimg.com/p/afp/20061008/capt.sge.uus36.081006015657.photo00.photo.default-367x512.jpg?x=93&y=130&sig=UyWJUtbnKesZnsX50UjAlg--"" align=""left"" height=""130"" width=""93"" alt=""This file photo shows Britain's Prince Harry and Prince Edward riding out of Buckingham Palace for the Horse Guards Parade in London. Prince Harry will not be allowed to fight on the front line in Afghanistan, The Mail on Sunday newspaper said, citing senior sources in the prince's regiment.(AFP/file/John D  McHugh)"" border=""0"" /></a>AFP - Britain's Prince Harry will not be allowed to fight on the front line in Afghanistan, The Mail on Sunday newspaper said, citing senior sources in the prince's regiment.</p><br clear=""all""/>",5,2006-10-08 06:48:10
112,\N,Hedge fund manager who plays his cards right,\N,5,2006-08-11 15:49:07
113,Yahoo,"Gypsy moths attack mid-Atlantic forests \
    (AP)\
","<p><a href=""http://us.rd.yahoo.com/dailynews/rss/science/*http://news.yahoo.com/s/ap/20070614/ap_on_sc/gypsy_moths""><img src=""http://d.yimg.com/us.yimg.com/p/ap/20070612/capt.d373c18b31ea415cbefcd600abdb5a20.gypsy_moths_njme103.jpg?x=130&y=102&sig=hgsDsDEM5E.mO2oUJlZAmA--"" align=""left"" height=""102"" width=""130"" alt=""A gypsy moth caterpillar eats a leaf on a tree Tuesday, June 12, 2007, in Trenton, N.J.  In New Jersey, following a warm, dry spring, just the kind of weather that can make the insects thrive, this year's infestation has been called one of the largest in recent years. That state's agriculture department expects more than 200,000 acres to be defoliated this year, up from 125,000 last year. (AP Photo/Mel Evans)"" border=""0"" /></a>AP - Picnickers in East Coast woods may get some hungry visitors this summer. But at least they won't ask for sandwiches.</p><br clear=""all""/>",5,2007-06-14 11:20:16
114,Reuters,Iran warns West against attack,TEHRAN (Reuters) - Iran told Western powers on Saturday that they would regret launching any attack over Tehran's nuclear activities and it rolled out a display of missiles and other hardware that underscored its warning.,5,2007-09-22 16:01:47
115,Washington," Top Sadr Aides Seized in Raids, Movement Says "," BAGHDAD, Sept. 21 -- U.S. and Iraqi forces arrested top aides to anti-American cleric Moqtada al-Sadr in pre-dawn raids Thursday, according to Sadr officials who called the move a provocation designed to trigger a full-blown battle between the groups. ",5,2006-09-22 11:36:34
116,RedNova,Marine Fish Conservation Network Executive Director Lee Crockett Departing,To: ENVIRONMENTAL EDITORS  Contact: Jo K,3,2007-06-01 03:13:06
117,BBC,Football fans clash with police,Eleven fans were arrested after clashing with police during Chelsea&#39;s 1-0 win over West Ham at Stamford Bridge on Wednesday night.,5,0000-00-00 00:00:00
118,New,"HARVEY, DISNEY TALKING TURKEY","Miramax and Disney are discussing terms of an agreement for Harvey and Bob Weinstein to leave the movie studio they founded, The Post has learned.",5,0000-00-00 00:00:00
119,Syfy.com,Subhash Ghai on jury of Emmy Awards,The International Academy of Television Arts and Sciences has invited Subhash Ghai to represent India ...,5,2007-08-31 08:07:01
120,DetNews.com,Harrington takes offense,"Lions quarterback Joey Harrington was shot down by the Eaglesâ pass rush Sunday, but on Monday he fired back at the âGooseâ â-ormer NFL defensive lineman Tony Siragusa.",5,0000-00-00 00:00:00
121,Yahoo,Sinclair Airs Anti-Kerry Material (AP),"AP - Sinclair Broadcast's program featuring material from a documentary critical of John Kerry aired Friday night, devoting as much coverage to the controversy as the film that sparked the uproar.",5,0000-00-00 00:00:00
122,International,Murdoch to keep some Wall Street Journal online fees,\N,5,2008-01-25 03:39:55
123,Register,US Navy looks to achieve spy-fi miracle-dork capability,"<h4>'OK Brains, where's the secret enemy HQ?'</h4>\
<p>The US Office of Naval Research (ONR), one of the Pentagon's many securo-boffin pork outlets, is having a timely look at dealing with the threat from Improvised Explosive Devices (IEDs) - military speak for terrorist bombs.â¦</p>",5,2007-07-03 19:32:45
124,Zenit,"Icon of Kazan is Symbol of Christian Unity, Says Pope","VATICAN CITY, AUG. 29, 2004 (Zenit.org).- The Icon of the Mother of God of Kazan is a symbol of unity between East and West, said John Paul II in a message sent to the Orthodox patriarch.",5,0000-00-00 00:00:00
125,Yahoo,Canada congratulates Afghanistan on elections (AFP),AFP - Canada's government offered its congratulations to Afghanistan following landmark presidential elections there this weekend.,5,0000-00-00 00:00:00
126,Reuters,Space station alert after foul smell; no danger seen," HOUSTON (Reuters) - Astronauts on the International Space   Station put on protective clothing after reporting a   foul-smelling vapor on Monday, but the three crew members were   not in danger, NASA said.",5,2006-09-18 17:20:33
127,Reuters,Southwest Air to slow capacity growth,"NEW YORK (Reuters) - Southwest Airlines Co.  plans to slow its growth rate this year and next because of a more cautious view on the U.S. economy and travel demand, its chief executive said on Wednesday",5,2007-06-27 18:24:27
128,New,Campuses Mourn 7 Students Killed in North Carolina Fire ,"Two university campuses were gripped by grief this morning, a day after a fast-moving fire swept through a beach house at a resort in North Carolina.",5,2007-10-29 19:11:33
129,Guardian,Oil price surge &#39;threatens global growth&#39;,"The German finance minister, Hans Eichel, today warned that global growth would be at risk if oil prices remained at their current levels.",5,0000-00-00 00:00:00
130,Yahoo,Saks Posts Wider Second-Quarter Loss (Reuters),"Reuters - Saks Inc. (SKS.N) on Tuesday posted a\
wider quarterly loss as poor sales at its lower-priced\
department stores outweighed a strong performance at its Saks\
Fifth Avenue luxury chain.",5,0000-00-00 00:00:00
131,Xinhua,Car production in 1st 3 quarters lower than expected,"China&#39;s car production and sales this year will be lower than expected and also the lowest increasesince China&#39;s entry to the World Trade Organization three years ago, according to industry experts.",5,2004-10-22 05:38:44
132,Reuters,"Schroeder - 26 Germans dead, 1,000 missing in Asia","Twenty-six Germans are confirmed dead as a result of the tsunami in southern Asia and around 1,000 are missing, German Chancellor Gerhard Schroeder said on Wednesday.",5,0000-00-00 00:00:00
133,BBC,Angry dairy farmers form blockade,More than 250 protesting dairy farmers stop delivery trucks from getting into an Asda distribution depot.,5,0000-00-00 00:00:00
134,ESPN,Follow every game on your desktop:,"It couldn&#39;t have been scripted better. As Davis Cup captain you want your No. 1 player to start off the day, and a guy like Andy Roddick allows you to set the tone for the whole weekend.",5,0000-00-00 00:00:00
